name,alias,smell,cure
高良姜,蛮姜，子名。,（根）辛、大温、无毒。,1、霍乱吐泻。用高良姜（炙令焦香）五两，加酒一升，煮三、四沸，一次服完。2、脚气欲吐（患脚气病的人，容易发吐。日常生活，注意早餐多食，午餐少食，晚餐不食，或喝一点豉粥。有发吐感觉时，立即服药）。用高良姜一两，加水三升，煮成一升，一次服完。如急切间找不到高良姜，可以母姜一两代替，清水煎服。疗效较差，然亦有效。3、心脾冷痛（按：即胃痛）。用高良姜四两，切片，分成四份：一两以陈米半合炒黄，去米；一两以陈壁土半两炒黄，去土；一两以巴豆三十四个炒黄，去豆；一两以斑蝥三十四个炒黄，去蝥。另取吴茱萸一两，酒浸一夜后，同高良姜一起再炒，共研为末，以浸吴茱萸的酒调药做成丸子，如梧子大。每服十五丸，空心服，姜汤送下。此方名“高良姜丸”。又方：高良姜三钱，五灵脂六钱，共研为末。每服三钱，醋汤调下。
郁金,马,（根）辛、苦、寒、无毒。,1、颠狂症。用郁金七两、明矾三两，共研为末，加稀同做成丸子，如梧子大。每服五十丸，开水送下。2、痘毒攻心（痘疮忽由白色变成紫黑我，不出脓，日夜哭叫）。用郁金一枚、甘草二钱半，加水半碗煮干，去甘草，将郁金切片焙干，研为末，加脑子（炒）半钱。每服一钱，以生猪血五七滴和新汲水调下。二服后毒气从手足心发出，如痈状，病乃全愈。3、心气痛。和郁金、附子、干姜，等分为末，加醋、糊做成丸子，如梧子大。朱砂为衣。每服三十丸。男用酒，女用醋送下。
姜黄,宝鼎香。,（根）辛、苦、大寒、无毒（一说性热）。,1、心痛难忍。用姜黄一两、桂三两，共研为末，每服一钱，醋汤送下。2、胎寒腹痛（婴儿啼哭吐乳，大便色青，状如惊风，出冷汗）。用姜黄一钱，没药、没香、乳香各二钱，共研为末，加蜜调成丸了，如芡子大。每服一丸，钩藤煎汤化下。3、产后血痛（腹内有血块）。用姜黄、桂心，等分为末，酒冲服一匙，血下尽后即愈。
补骨脂,婆固脂、胡。,（子）辛、大温、无毒。,1、元阳衰损（脚手沉重，夜多盗汗）。用补骨脂四两（炒香），菟丝子四两（酒蒸），胡桃肉一两（去皮），乳香、没药、沉香各二钱半（研细），加炼蜜和成丸子，如梧子大。每服二、三十丸，空心服，盐汤或温酒送下。自夏至起，到冬至止。每天服一次。2、五劳七伤，下元久冷，一切风病，四肢疼痛。用补骨脂一斤，酒浸一夜，晒干，加乌油麻（黑芝麻）一升炒，等麻子炸声绝后，簸去麻子，只取补骨脂研为末，以醋煮面糊成丸子，如梧子大。每服二、三十丸，空心服，温酒盐汤送下。3、肾虚腰痛。和破故纸一两，炒为末。每服三钱，温酒送下。或加木香一钱亦佳。又方：破故纸（酒浸，炒）一斤，杜仲（去皮，姜汁浸，炒）一斤，胡桃肉（去皮）二十个，共研为末，以蒜捣膏一两，和各药成丸，如梧子大。每服二十丸，空心服下，湿酒送下。妇女用淡醋汤送下。常服本方中壮筋骨，知血脉，乌须发，益颜色。此方名“青娥丸”。
荜茏,。,辛、大温、无毒。,1、冷痰恶心。用荜茏一两研细，每服半钱，饭前服，米汤送下。2、暴泄身冷（自汗，想呕吐，小便清，脉微弱）。用荜茏、内桂各二钱半，高良姜、干姜各三钱半，共研为末，加糊做成丸子，如梧子大。每服三十丸，姜汤送下。3、胃冷口酸（流清口水，心连脐痛）。用荜茏半两、厚朴（姜汁浸、炙）一两，共研业要，加热鲫鱼肉，捣和成丸，如绿豆大。每服二十丸，米汤送下。
益智子,（仁）辛、温、无毒。,暂无,暂无
缩砂密,（仁）辛、温、涩、无毒。,暂无,暂无
白豆蔻,多骨。,（仁）辛、大温、无毒。,1、胃冷恶心（进食即想吐）。用白豆蔻仁三枚捣细，温酒送服。数服以后，即见效。2、突然恶心。取白豆蔻仁细嚼止吐。3、小儿吐乳。用白豆蔻仁十四个、缩砂十四个、生甘草二钱、炙甘草二钱，共研为末，常抹入小儿口中。
豆蔻,、漏蔻、。,（仁）辛、涩、温、无毒。,1、心腹胀满，气短。用豆蔻一两，去皮，研细。每服半钱，木瓜生姜汤调下。2、胃弱呕逆不食。用豆蔻仁二枚、高良姜半两，加水一碗合煮，去渣取汁，再以生姜汁半合倒入，和面粉做成面片，在羊肉汤中煮熟，空腹吃下。3、霍乱烦渴。用豆蔻、黄连各一钱半，乌豆五十粒，生姜三片，水煎服。
蓬莪茂,述。,（根）苦、辛、温、无毒。,1、心腹冷痛。用蓬莪茂二两（醋煮）、木香一两（煨），共研为末。每服半钱，淡醋汤送下。2、妇女血气游走作痛及腰痛。用蓬莪茂、干漆各二两，共研为末，每服二钱，酒送下。如是腰痛，则用核桃酒送下。3、小儿气痛。和蓬莪茂炮熟，研细，热酒送服一钱。
荆三棱,（根）苦、平、无毒。,暂无,暂无
莎草香附子,（根）甘、微寒、无毒。,暂无,暂无
藿香,兜娄婆香。,（枝叶）辛、微温、无毒。,1、霍乱吐泻用藿香叶、陈皮各半两，加水二碗，煎成一碗，温服。2、暑天吐泻。用滑石（炒）二两、藿香二钱半、丁香五分，共研为末。每服一、二钱，淘米水调服。3、胎气不安（气不升降，呕吐酸水）。用香附、藿香、甘草各二钱，共研为末。每服二钱，加一点盐，以开水调下。
熏草（零陵香）,蕙草、、燕草、黄零草。,甘、平、无毒。,1、伤寒下痢。用熏草、当归各二两，黄连四两，加水六升，煮成二升服下。一天服三次。2、伤寒狐惑（按：狐惑症象是：虫蚀下部，痛痒不止，脉数而无热，汗出不止。病初起时，目尽赤，七、八日后，四角变黄黑）。用熏草、黄连各四两，咬细。在白酸浆一斗中浸一夜。煮成二升，分三次服。3、头风旋晕（痰逆、恶心、懒食）。用真零陵香、藿者叶、香附子（炒），等分为末。每服二钱，茶汤送下。一天服三次。
兰草,（闲）、、香水兰、女兰、、燕尾香、大、兰泽草、煎泽草、省头草、都梁香、孩儿、千金草。,（叶）辛、平、无毒。,除胸中痰癖，治，消肿，生血、，煮水，可以洗风病，可以解食牛。
泽兰,水香、都梁香、兰、虎蒲、、孩儿、风药。根名。,（叶）苦、微温、无毒。,1、产后水肿，血虚浮肿。有泽兰、防己，等分为末。每服二钱，醋酒送下。2、小儿蓐疮。由大人嚼泽兰心把疮周围封起来。很有效。3、疮肿初起。把泽兰捣烂封住，有效。
马兰,紫。,（根、叶）辛、平、无毒。,1、诸疟寒热。用马兰捣汁，再加一点水，发病日早晨服。药中高精亦可加沙糖。2、绞肠痧。用马兰根叶在口中细嚼，将汁咽下。3、打伤出血。用马兰、旱莲草、松香、皂树叶（冬日无叶，可用树皮）共研细，搽入伤口。
香薷,香柔、香茸、香菜、草。,辛、微温、无毒。,1、伤暑（暑天卧湿当风，或生冷不节，头痛发热，转筋，干呕，四肢发冷等）。用香薷一斤、厚朴（姜汁炙过）、白扁豆（微炒）各半斤，锉散。每服五钱，加水二碗，酒半碗，煎成一碗，放水中等冷定后服下。连进二服，很有效。此方名“香薷饮”。方中的扁豆，可用黄连（姜汁炒）代替。2、水肿。用干香薷五十斤，锉入锅中，加水久煮，去渣再浓煎，浓到可以捏丸时，即做成丸子，如梧子大。每服五丸，一天服三次，药量可以逐日加一点以小便能畅为愈。此方名“香薷煎”。又方：香薷叶一斤，水一斗，熬烂，去渣，再熬成膏，加白术末七两作成丸子，如梧子大。每服十丸，米汤送下。此方名“深师薷术丸”。3、心烦胁痛。用香薷捣捣汁一、二升服。
假苏,姜、、萤。,（茎、穗）辛、温、无毒。,1、风热头痛。用荆芥穗、石膏，等分为末。茶调下。2、风热牙痛。用荆芥根、乌桕根、葱根等分，煎汤随时含漱。3、小儿惊症。用荆芥穗二两、白矾（半生半枯）一两，共研为末，加糊做成丸子，如黍米大。朱砂为衣。每服二十丸，姜汤下。一天服二次。
薄荷,菝活、蕃荷菜、吴菝活、南、金钱薄荷。,（）辛、温、无毒。,1、清上化普（利咽膈，治风热）。用薄荷研细，加炼蜜和成丸子，如芡子大。每次噙含一丸。用白沙糖调丸亦可。2、眼睑红烂。用薄荷在生姜中浸一夜，取出晒干，研为末，泡热激发洗眼。3、瘰疬。用新薄荷二斤，捣烂取汁，皂荚一个，水浸去皮，黑牵牛（半生半炒）各一两，皂荚仁一两半，一起捣烂，做成丸子，如梧子大。每服三十丸，煎连翘汤送下。
水苏,鸡苏、香苏、、苴。,（茎、叶）辛、微温、无毒。,1、漏血，用水苏煮汁一升服。2、吐血、下血。用水苏茎叶，煎汁服。3、吐血咳嗽。用水苏焙干研细，每服一钱，米汤送下。
菊,节华、女节、女华、女茎、日精、更生、傅延年、金蕊、阴成、周盈。,（花）苦、平、无毒。,1、风热头痛。用菊花、石膏、川芎各三钱，共研为末。每服一钱半，茶调下。2、膝风痛。用菊花、陈艾叶作护膝。3、病后生翳。用白菊花、蝉蜕，等分为末，每用二、三钱，加蜜少许，水煎服。
野菊,苦薏。,（根、叶、茎、花）苦、辛、温、有小毒。,1、无名肿毒。用野菊花连茎捣烂，酒煎，乘热服，让汗发出；另以药渣敷患处。又方：野菊花茎叶、苍耳草各一把，共捣烂，加入酒一碗，绞取汁取；仍以药渣敷患处。要出汗才好。又方：夏日采苍耳叶，秋日采野菊花，共研为末。每服三钱，酒送下。2、天泡湿疮。用野菊花根、枣木，共煎汤洗患处。3、瘰疬末破。用野菊花根捣烂，煎酒内服；以药渣敷患处。
淹闾,覆闾。,（子）苦、微寒、无毒。,1、瘀血不散。变成痈肿。用生淹闾捣汁一升内服。2、月经不通。用淹闾子一升、桃仁二升（酒浸，去皮尖），研匀，放入酒二斗中浸封。五日后，每饮三合。一天服三次。3、产后血痛。和淹闾子一两，水一升，童便二杯，同煎服。
艾,、医草、黄草。,苦、微温、无毒。,1、流行伤寒（头痛。大烧，脉盛等）。用干艾叶三程序，加水一斗，煮成一程序，一次服完。出汗为好。2、妊中作寒（大烧，发斑一由红变黑溺血）。用艾叶一团，如鸡蛋大，加酒三升，煮成二升半，分两次服。3、中风口歪。用五寸左右的小竹筒一根，一头插入耳内。
茵陈蒿,（茎、叶）苦、平、微寒、无毒。,暂无,暂无
青蒿,草高、方溃、牵、狈蒿、香蒿。,（吐、茎、根、子）苦、寒、无毒。,1、痨病。用青蒿锉细，加水三升、童便五升同煎至一升半，去渣留汁再煎成膏，做成丸子，如梧子大。每服二十丸，空腹时及临星时各用温酒送下。2、虚劳盗汗，烦热口干。用青蒿一斤，取汁熬膏，加人参末麦站冬末各一两，熬至能捏丸时，做成丸子，如梧子大。每服二十丸，饭后服，米汤送下。此方名“青蒿丸”。3、疟疾寒热。用青蒿一把，加水二升，捣汁服。
白蒿,由胡、、蘩。,（苗、根）甘、平、无毒。,、恶疮癞疾、夏月暴痢等。能杀鱼毒。
茺蔚（益母草）,益母、益明、贞蔚、推、野猪麻、郁、苦低草、、土质汗。,（子）辛、甘、微温、无毒。,暂无
夏枯草,夕句、乃东、燕面、色草。,（茎、叶）苦、辛、寒、无毒。,1、肝虚目痛（冷泪不止，羞明畏日）。用夏枯草半两、香附子一两，共研为末。每服一钱，茶汤调下。2、赤白带下。夏枯草开花时，采来阴干，研为末。每服二钱，饭前服，米汤送下。3、血崩。用夏枯草研为末，每服一小匙，米汤调下。
刘寄奴草,金寄奴、乌藤菜。,苦、温、无毒。,1、大小便血。用刘寄奴研末，茶调匀，空心服二钱即止。2、打伤瘀血，伤及腹内，用刘寄奴、骨碎补、延胡索各一两，加水二升，煎至七合，又倒入酒和童便各一合，一次温服。3、霍乱转痢用刘寄奴草煎汁内服。
旋夏花,、金钱花、滴滴金、盗瘐、夏、戴椹。,（花）咸、温、有小毒。,1、中风壅滞。用旋复花洗净，焙过，研细，加炼蜜和成丸子，如梧子大。夜卧时以茶汤送下五至十丸。2、小儿眉癣（小儿眉毛眼睫，因生过癣后不能复生）。用旋复花、赤箭（即天麻苗）、防风，等分为末，洗净患处，以油调涂。3、耳后生疮（月蚀疮）。用旋复花烧过研细。以羊油调涂患。
青葙,草蒿、萋蒿、草、野、鸡冠，子名。,（茎、叶、子）苦、微寒、无毒。,（茎、叶）除中热，治恶疮，止金疮血。（子）镇肝，明目，去。治眼病有验。
鸡冠,（苗、子、花）甘、凉、无毒。,暂无,暂无
红蓝花,亦名、黄蓝。,（花）辛、温、无毒。,1、风疾兼腹内血气痛。用红花一两，分为四份。先取一份以酒一升，煎成一杯半，一次服下。不止，再服。2、一切肿疾。用红花熟捣取汁服。3、喉痹壅塞。用红花捣烂，取汁一小升服下，病愈为止。冬月无花，可用干花浸湿压汁煎服。
番红花,亦名消夫蓝、撤法即。,甘、平、无毒。,心忧郁积、气闷不散，。亦治。
燕脂,亦名赦。,甘、平、无毒。,1、防痘入目。用燕脂、蛤粉，共研为末。嚼汁点小儿眼内。2、痘疮倒陷。用干燕脂三钱、胡桃（烧存性）一个，共研为末。每服一钱，胡荽煎酒送下。服两次即可见效。3、漏疮肿痛。用猪胆七个、燕脂子十个，洗水和匀，搽患处，几次即愈。
大蓟、小蓟,亦名蓟（）、蓟（）、蓟、刺蓟、、鸡项草、千针草、野。,甘、温、无毒。,1、心热吐血。用小蓟叶和根，捣烂压汁，每次服二小碗。2、七窍出血。用刺蓟捣汁和酒服。或取干蓟研细，冷水送服。3、崩中下血。用大、小蓟根一升，泡在酒一斗中，经过五天，取酒常饮适量。亦可用酒煎蓟根服或用生蓟捣汁温服。又方：小蓟茎、叶，洗净，切细，研汁一碗，加生地黄汁一碗，白术半两，共煎到五成汁，温服。
续断,亦名属折、、豆、南草。,（根）苦、微温、无毒。,刀伤、痈疡、折跌、能续筋骨。亦治妇女崩中漏血，破症结瘀血。1、妊娠胎动。用川续断（酒浸）、杜仲（姜汁炒，去丝）各二两，等分为末，加煮烂了的枣肉，和成丸子，如梧子大。每服三十丸，米汤送下。2、产后诸疾（血晕、心闷、烦热、气接不上、心头硬、乍寒乍热等）。用续断皮一把，加水三升煎成二升，分三次服。
漏卢,亦名野兰、荚蒿、鬼油麻。,（根、苗）咸、寒、无毒。,1、腹内蛔虫。用漏卢为末，每取一匙，和饼子肉汤同服。2、小儿疳病肚胀，或常泻痢，冷热不调。用漏卢一两，研细。每服一钱，加猪肝一两或盐少许同煮熟，空心一次服完。3、冷劳泄痢。用漏卢一两、艾叶（炒）四两，共研为末。取末一半，加醋三升同熬成膏，别把另一半药末加入，和成丸子，如梧子大。每服三十丸，温水送下。
苎麻,（根、叶）甘、寒、无毒。,暂无,暂无
苘麻,亦名。,（果实）苦、平、无毒。,1、一切眼疾。和茼麻子一升，研为末，放入猪肝的切片中，灸熟，切成细末。每服少量，陈米汤送下。一天服三次。2、目生翳膜。用白麻子，去壳，放入猪肝薄片中，慢慢灸熟，研细，加醋和成丸子，如梧子大。每服三十丸，开水送下。又方：用苘麻子装袋中，蒸熟，晒干研末，加蜜做成丸子，温水送下。
大青,（茎、叶）苦、大寒、无毒。,暂无,暂无
小青,（叶）温、无毒。,敷肿疮，治血痢，解。,暂无
胡芦巴,亦名。,暂无,暂无
蠡实,亦名荔实、、子、马、马帚、、剧草、旱蒲、首、三坚。,（实）甘、平、无毒。,1、寒疝诸疾。用马蔺子一升，每日取一把，拌面煮食，食尽一升见效。2、喉痹。用蠡实一合，升麻五分，加水一升，煎至三合，再加蜜少许搅匀慢慢饮下。又方：马蔺子八钱、牛蒡子六儿，共研为末，每服一匙，空心服，温水送下。又方：马蔺根叶二两，加水一升半，煮成一碗，慢慢饮下。又方：用马蔺根捣汁三合，蜜一合，慢火合熬，点喉部，一天点五至七次。3、水痢。用马蔺子和等量的面粉（牛骨灰亦可），空心服一匙，米汤送下。又方：马蔺子、干姜、黄连各等分，研为散，每服二匙，热汤送下。极有效。忌猪肉和冷水。
恶实,亦名荔实、亦名粘、、、蒡翁菜、便牵牛、刺。,（子）辛、平、无毒。（根、茎）苦、寒、无毒。,1、身肿欲裂。用牛蒡子二两，炒过，研细。每服二钱，温水送下。一日服三次。2、风热浮肿（咽喉闭塞）。用牛蒡子一合，炒半生半熟，研细。每服一匙，热酒送下。3、小舌痛。用牛蒡子、石膏，等分为末，茶调服。
呆耳,亦名胡、常思、、卷耳、爵耳、猪耳、耳、地、、负来、道人头、进贤菜、喝起草、、缣丝草。,（实）甘、温、有小毒。（茎、叶）苦、辛、微寒、有小毒。,1、久疟不愈。用苍耳子或根、茎，焙过，研为末，加酒、糊做成丸子，如梧子大。每服三十丸，酒送下。一天服二次。用生苍耳捣汁服亦可。2、大腹水肿，小便不利。用苍耳子灰、苈末等分。每服二钱，水送下。一天服两次。3、风湿挛痹。用苍耳子三两，炒为末，又水一升半，煎取七合，去滓咽下。
无名精,亦名天蔓菁、天门精、地、玉门精、麦句姜、兰、蓝、蚵草、首、彘颅、活、刘草、皱面草、母猪。果实名，根名杜。,（叶、根）甘、寒、无毒。说：“微辛、甘、有小毒”。,1、吐血。用天名精晒干研细，每服一、二钱，茅花泡汤调服。2、咽喉肿塞，痰涎壅滞。用天名精根、叶捣汁，鹅毛蘸取扫入喉部。又方：用天名精、鼓捶草一同捣汁灌下。灌喉不行，可灌鼻。有吐就好。又方：天名精（春夏用茎，秋冬用根）一把、青矾半两，同研细，点患处，食吐脓血、痰涎即愈。3、风毒瘰疬。用地菘捣烂敷患处，药干后即更换。
希莶,亦名希仙、火锨草、猪膏母、膏、膏、粘糊菜。,苦、寒、有小毒。一说：辛、苦、平、无毒。,1、中风。夏日采莶枝、叶，洗净，九蒸九暴，但不宜太燥，捣碎为末，加炼蜜和丸丸子，如梧子大。每服二、三十丸，空心服，温酒开米汤送下。服后须吃饭三、五匙压药。连服数月，必见效。此方名“莶丸”。2、风寒下泻。用莶草研为末，加醋、糊做成丸子，如梧子大。每服三十丸，白开水送下。此方名“火锨丸”。3、痈疽肿毒。用莶一两、乳香一两、白矾（烧）半两，共研为末。每服二钱，热酒调下。毒重者连服三次，汗出即是见效。
箬,，音若。亦名辽叶。,（叶）甘、寒、无毒。,1、咽喉闭痛。用箬叶、灯心草，烧灰，等分吹喉部，有效。2、肺壅、流鼻血。用箬叶（烧灰）、白面各三钱，研匀，清水冲服二钱。3、月经不止。用箬叶灰、蚕纸灰，等分为末。每服二钱，米汤送下。
芦,亦名苇、葭。花名蓬，笋名（音拳）。,（根）甘、寒、无毒。（笋）小苦、冷、无毒。（茎、叶）甘、寒、无毒。（蓬）甘、寒、无毒。,1、骨蒸肺痿（肺结核）。用芦根、麦门冬、地骨皮、生姜各十两，梧皮、茯苓各五两，加水二斗，煮成八升，去渣。分五次服。得汗即愈。2、心膈气滞，烦闷不下食。用芦根五两，锉小，加水三大碗，煮取二碗，去渣，温服。3、反胃上气。用芦根、茅根各二两，加水四升，煮成二升，分次服。
甘蕉,亦名芭蕉、夭苴、芭苴。,甘、大寒、无毒。,1、一切肿毒。用芭蕉根捣烂涂患处。2、流动性红色风疹。治方同上。3、风火牙痛及虫牙痛。用芭蕉根取汁一碗，煎热含漱。
蓑荷,亦名覆菹、草、苴、苴、嘉草。,（根）辛、温、有小毒。（叶）苦、甘、寒、无毒。,1、喉舌疮烂。用荷根泡酒半日，取汁含漱。2、吐血、痔血。用荷根一把，捣汁三升内服。3、月经不调。用荷根，切细，加水煎取二升，再加一点酒，空心服。
灯心草,亦名须草、草。,（（茎、根）甘、寒、无毒。,1、伤口流血。用灯心草嚼烂敷患处。2、鼻血不止。用灯心草一两为末，加丹砂一钱。每服二钱，米汤送下。3、喉痹。用灯心草一把，瓦上烧存性，加炒盐一匙，每取少许吹入喉中。又方：用灯心草灰二钱，加硼砂粉一钱，和匀，吹喉。又方：用灯心草、箬叶烧灰，等分和匀，吹喉。又方：用灯心草、红花烧灰，酒送服一钱。
木贼,（茎）甘、微苦、无毒。说：“气温，味微甘苦，中空而轻，阳中之阴，升也，浮也。也同形同性，故亦能解肌，升散火郁风。,暂无,暂无
麻黄,亦名沙、卑相、卑盐。,（茎）苦、温、无毒。（根节）甘、平、无毒。,1、流行热病（初起阶段）。用麻黄一两，水煎至半干，去渣留汁，加米及豉，煮成粥。先以热水洗澡，然后食粥，汗出即愈。2、伤寒黄疸。用麻黄一把，去节，棉裹，加酒五升，煮至半升，一次服完，微汗见效。此方名“麻黄醇酒汤”。3、黄肿、脉沉、小便不利。用麻黄四两，加水五升煮，去沫，再加甘草二两，煮成三升。每服一升。盖厚被让出汗。不汗，须再次服药。注意避风寒。此方名“甘草麻黄汤”。
地黄,亦名（音户）、芑（音起）、地髓。,（）甘、寒、无毒。（）甘、微苦、微温、无毒。,1、吐血唾血，补虚、除热，去痈疖。用生地黄不拘多少，三捣三压，取全部液汁，装瓦器中，盖严，在热水中熬浓，去渣再煎成糖稀状，做成丸子，如弹子大。每服一丸，温酒送下。一天服二次。此方名“地黄煎”。2、利血生精。用地黄（切）二合，与米同煮，熟后以酥二合、蜜一合同炒香放入，再煮熟食下。此方名“地黄粥”。3、明目补肾。用生、熟地黄各二两，川椒红一两，共研为末，加蜜和成丸子，如梧子大。每服三十丸，空心服，盐汤送下。
牛膝,亦名牛茎、百倍、山菜、对节菜。,（根）苦、酸、平、无毒。,1、劳疟积久。用长牛膝一把，生切，加水六升，煮成二升，分三次服完（清晨一服，未发疟前一服，临发疟时一服。）2、消渴不止（下元虚损）。用牛膝五两，研细，浸入生地黄汁五升中。日晒夜浸，直到汁尽。加蜜和丸，如梧子大。每服三十丸，空心服，温酒送下。久服于身体有益。3、妇女血病（月经淋闭，月经不来，绕脐寒疝痛，产后血气不调，腹中结症瘕不散诸病）。用牛膝在酒中浸一夜，取出焙干；另用漆炒令烟尽。各一两为末，加生地黄汁一升，慢火上熬成浓糊，团成丸子，如梧子大。每服三丸，空心服，米汤送下。此方名“万病丸”。
紫菀,亦名青菀、紫茜、、夜牵牛。,（根）苦、温、无毒。,1、肺伤咳嗽。用紫菀花五钱，加水一碗，煎至七成，温服。一天服三次。2、久咳不愈，用紫菀、款冬花各一两，百部半两，捣、筛为末。每服三钱，以姜三片、乌梅一个，煎汤调下。一天服两次。3、吐血咳嗽。用紫苑、五味子炒过，共研为末，加蜜做成丸子，如芡子大。每次含化一丸。
麦门冬,亦名冬、禹、、、忍凌、不死草、阶前草。,（根）甘、平、无毒。,1、消渴。把大苦瓜捣成汁，泡麦门冬二两，过一夜，麦门冬去心、捣烂，加黄连（去皮毛）研末，做成丸子，如梧子大。每服五十丸，饭后服。一天服两次。两天后当可见效。2、吐血、鼻血。用麦门冬（去心）一斤，捣烂取汁，加蜜三合，调匀，分二次服下。3、齿缝出血。用麦门冬煎汤漱口。
萱草,亦名忘居、疗愁、丹棘、、剑、宜男。,（苗、花）甘、凉、无毒。,1、通身水肿。用萱草根、叶晒干研细，每服二钱，饭前服，米汤送下。2、小便不通。用萱草根煎水随时取饮。3、大便后带血。用萱草根，加生姜（油炒）适量，酒冲服。
淡竹叶,根名。,甘、寒、无毒。,（叶）去烦热，利小便，消心。（根）堕胎、催生。
鸭跖草,亦名芩鸡舌草、碧草、草、、、耳环草、碧、蓝姑草。,暂无,暂无
葵,亦名露、滑菜。,（苗）甘、寒、滑、无毒。,1、流行性斑疮（斑疮很快传遍全身，疮中有白浆）。煮葵菜叶，与蒜齑合吃，有效。2、瘘疮不合。先以温热的淘米水洗净患处，再用葵叶微火烘暖贴上，贴过二、三百叶，把脓引尽，即可合口生肉。忌鱼、蒜、房事。3、汤火伤成疮。用葵叶研为末，敷患处。
蜀葵,戎、吴葵。,（苗）甘、微寒、无毒、滑。（花）咸、寒、无毒。（子）甘、冷、无毒。,1、小便淋痛。和蜀葵根洗净、锉细，加水煎开几次，服之极效。2、小便尿血用蜀葵茎研累，每服一匙，酒送下。一天服三次。3、肠胃生痈（即内痈。败血腥秽，脐腹冷痛）。用单叶红蜀葵根、白芷各一两，白枯矾、白芍药各五钱，共研为末，加溶化了的黄蜡和成丸子，如梧子大，每服二十丸，空心服，米汤送下。此方名“怀忠丹”。脓血排尽后，宜服“十宣散”补养身体。
龙葵,苦、、、、天泡草、老鸦草、老鸦眼睛草。,（苗、茎、叶、根）苦、微甘、滑、寒、无毒。,1、去热少睡。用龙葵菜同米煮稀饭吃。2、小便不通。用龙葵根与木通、胡荽煎汤服。3、坠伤。用龙葵茎、叶捣汁服，以渣敷伤处。
酸浆,浆、革针、苦耽、、弁草、天泡草、王母珠、洛神珠。,（苗、叶、茎、根）苦、寒、无毒。（子）酸、平、无毒。,1、热咳咽痛。用酸浆草为末，开水送服。此方名“清心丸”。同时还以醋调药末敷喉外。2、痔疮。用酸浆叶贴疮上。3、肠胃伏热。用酸浆果实五两、苋实三两，马蔺子（炒）、大盐榆白皮（炒）各二两、柴胡、共同芩、栝楼根、闾茹各一两，共研为末，加炼蜜做成丸子，如梧子大。每服三十丸，木香汤送下。
蜀羊泉,泉、羊饴、。,苦、微寒、无毒。,1、黄疸。用蜀羊泉的把，捣汁和酒服，三、五次之后，即可见效。2、漆疮。用蜀羊泉捣烂涂搽。漆姑之名，由此而来。
败酱,、泽败、肠、鹿首、草。,（根）苦、平、无毒。,1、腹痈有脓。用薏苡仁十分、附子二分、败酱五分，共捣为末。每取一匙，加水二升，煎成一升，一次服下。2、产后恶露。用败酱、当归各六分，续断、芍药八分，芎穷、竹茹各四分，生地黄（炒）十二分，加水二升煮成八合，空心服下。3、产后腹痛。用败酱五两，加水四升，煮成二升，每服二合，一天服三次。
款冬花,款冻、颗冻、氏冬、钻冻、菟奚、须。,辛、温、无毒。,1、久咳不愈。用早晨取款冬花一小团，拌蜜少许，放有在瓦罐内烧烟，缺罐留一忆，让烟出，以口吸烟咽下。如此五日，至第六日，吃一餐羊肉包子，从此病愈。2、痰嗽带血。用款冬花、百俣，经蒸、焙后，等分为末，加蜜做成丸子，如龙眼大。每天临睡时嚼服一丸，姜汤送下。3、口中疳疮。用款冬花、黄连，等分为末，以唾液调成饼子，将蛇床子煎汤漱口将饼子敷患处。
鼠曲草,米曲、耳、、无心草、香茅、、茸母。,甘、平、无毒。,同。
决明,。,（子）咸、平、无毒。,1、多年失明。用决明子二升研为末，每服一匙，饭后服，稀粥送下。2、青盲、雀目（按：青盲是外观正常，但不见物，雀目即夜盲）。用决明一程序、地肤子五两，共研为末，加米汤做成丸子，如梧子大，每服二、三十丸，米汤送下。3、眼睛红肿。用决明子炒过，研细，加茶调匀敷太阳穴，药干即换，一夜肿消。
地肤,地、地麦、落帚、独帚、王帚、扫帚、益明、涎衣草、白地草、。,（子）苦、寒、无毒。,1、风热赤眼。有地肤子一升（焙）、生地半斤取汁，共享饼，晒干，研细。每服三钱，空心服，酒送下。2、目痛、眯目。用地肤子榨汁点眼。3、雷头风（按：此病是头面肿痛、恶寒发热、太似伤寒）。用地肤子同生姜研烂，热酒冲服汗出即愈。
瞿麦,锯句麦、大、大半、、南天竺草。,（穗）苦、寒、无毒。,1、石淋。用瞿麦子捣为末，每服一匙，酒送下。一天服三次，三日后可下石2、小便不利。用瞿麦二钱半，栝楼根二两，大附子一个，茯苓、山芋各三两，共研为末，加蜜和丸，如梧子大。每服三丸，一天服三次，如无效。每服可加至七、八丸，以小便通畅、腹中温暖为见效。3、下焦结热（小便淋闭或有血出，或大小便出血）。用瞿麦穗一两、甘草（炙）七钱五分、山栀子仁（炒）五钱，共研为末。每次取七钱，加连须葱头七个、灯心草五十根、生姜五片、水二碗，煎至七成，随时饮服。此方名“立效散”。
王不留行,禁宫花、剪金花、金盏台。,（苗、子）苦、平、无毒。,1、鼻血不止。用王不留行连茎、叶阴干，煎成浓汁温服。很快见效。2、大便后下血。用王不留行研为末，每服一钱，水送下。3、刀伤失血。用王不留行十分，蒴翟叶十分，桑根白皮十分，川椒三分，甘草十分，黄芩、干姜、芍药、厚朴各二分，前三味，烧存性，后六味，研为末。两组和匀。治在伤。每服一匙，水送下；治小伤，只须用末敷伤处即可。妇女产后亦可服用。此方名“王不留行散”。
